Title,Uploader,Views,Likes,Comments,Upload Date,Duration (Seconds),Duration (Minutes),Tags,URL
Build a Modern GUI using PYTHON#shorts#python#coding,Tech Rescue,114,0,2,02-03-2025,52,0.87,"how to create a gui, how to create a gui using python, python, gui, programming, coding, GUI, python programming language",https://www.youtube.com/watch?v=efpeEAhRWgM
10 Important Python Concepts In 20 Minutes,Indently,559882,18431,218,07-08-2024,1129,18.82,"pyton, pyhton, pythn",https://www.youtube.com/watch?v=Gx5qb1uHss4
Python OPTIMIZATION Trick!!  #python #programming #coding,b001,1198329,73169,1100,12-11-2023,47,0.78,"python, programming, tech, software, engineering, program, technology, coding, code, coder, programmer, engineer, software engineer, computer, computer programming, tips, codelife, computers, function, operators, new, learn python, what is python, how to, python tips, tricks, beginner, tutorial, learn, tip, global, local, variable, variables, optimize, optimise, optimisation, optimization",https://www.youtube.com/watch?v=uWEIaF0PNGg
100+ JavaScript Concepts you Need to Know,Fireship,2396810,92365,1400,22-11-2022,743,12.38,"webdev, app development, lesson, tutorial",https://www.youtube.com/watch?v=lkIFF4maKMU
JavaScript Course for Beginners – Your First Step to Web Development,Programming with Mosh,13754827,237594,7200,24-04-2018,2897,48.28,"javascript tutorial, javascript for beginners, learn javascript for beginners, javascript basics, javascript course, javascript crash course, javascript programming, learn javascript, learning javascript, programming tutorial, js tutorial, javascript, javascript tutorial for beginners, javascript tutorials, javascript beginners, java script tutorial, javascript lesson, web development, mosh hamedani, front end, javascript functions, code with mosh, javascript 2024",https://www.youtube.com/watch?v=W6NZfCO5SIk
JavaScript Tutorial Full Course - Beginner to Pro,SuperSimpleDev,4029003,91823,5100,09-05-2024,80156,1335.93,"javascript, javascript tutorial, javascript full course, advanced javascript, intermediate javascript, supersimpledev, course, full course, web development, web developer, software engineer, software engineering, coding tutorial, learn to code, tutorial, html, css, javascript course",https://www.youtube.com/watch?v=EerdGm-ehJQ
"JavaScript Tutorial (2024) for Beginners to Pro (with Notes, Projects & Practice Questions)",Apna College,4074692,54256,2800,21-12-2023,42433,707.22,"C++, C++ coding, C++ full course, C++ placement course, how to code, programming, college placement course, C++ language, java, java language, java full course, java placement, java code, java coding",https://www.youtube.com/watch?v=VlPiVmYuoqw
5 JavaScript Mistakes Every Beginner Must Avoid 🔥,CodeWithHarry,216044,8868,534,25-09-2023,656,10.93,,https://www.youtube.com/watch?v=yN2yBmSHduI
JavaScript for the Haters,Fireship,1652704,80377,2200,24-11-2022,169,2.82,"webdev, app development, lesson, tutorial",https://www.youtube.com/watch?v=aXOChLn5ZdQ
How to be a developer. #coding #programming #webdevelopment #javascript @CodeWithHarry,ezsNippet,597412,0,644,27-11-2023,90,1.5,,https://www.youtube.com/watch?v=QgLedHq1tiI
Complete Java Script in One Shot 2024 | Basics to Advance | Full Stack Web Development Course,College Wallah,239961,4932,438,05-05-2024,21824,363.73,"what is javascript, javascript tutorial for beginners, javascript tutorial, java script, how to learn javascript, javascript in one shot, javascript full course, javascript for beginners, pw skills java, pw skills, college wallah by pw skills, complete javascript in one shot, javascript, programming, javascript basics, learn javascript, javascript by pw skills, javascript basics for beginners, complete javascript course, javascript mastery, basics of javascript",https://www.youtube.com/watch?v=427pAhy9dI8
Frontend And Backend Development? Fully Explained [Hindi ]#webdevelopment,Coding.cherry,123,1,1,02-03-2025,115,1.92,"coding, coders, developers, cherry, wirte a program, FrontEndVsBackEnd, UnderstandingWebArchitecture, font end devlopment and back end development kya hai, front end development and backend development, front end web development kya hai, front end development kya hota hai, what is backend in web development, backend web development kya hota hai, what is front end development and backend development, web development front end vs back end, what is frontend and backend web development in hindi",https://www.youtube.com/watch?v=LRldlyYAWpA
How To Master JavaScript,ThePrimeagen,970434,38072,669,29-05-2024,27,0.45,"software, vim, programming, javascript, typescript, software engineering, web developing, web developer, software developer, developer, cpp, programmer humor, humor, reactjs, js, ecmascript, tc39, Netflix, Engineering, Engineer, Facebook, Amazon, Interviews, Software Interviews, vimrc, neovim, spacevim, vim c++, vim editor, text editor, vscode, vscode vim, vim plugins, autocomplete, vim autocomplete, nodejs, twitch, developer productivity, spacemacs, algorithms, datastructures, Data Structures, python, bash",https://www.youtube.com/watch?v=I5_Gx3JNho8
All about Blockchain | Simply Explained,Apna College,2259449,83946,3200,30-05-2021,445,7.42,"C++, C++ coding, C++ full course, C++ placement course, how to code, programming, college placement course, C++ language, block chain",https://www.youtube.com/watch?v=YJyXfjbBmc8
Blockchain In 7 Minutes | What Is Blockchain | Blockchain Explained|How Blockchain Works|Simplilearn,Simplilearn,3344245,51881,3000,27-02-2019,423,7.05,"blockchain, what is blockchain, blockchain explained, how does blockchain work, what is blockchain technology, what is blockchain and how does it work, blockchain technology, blockchain technology explained, blockchain explained simply, blockchain technology simply explained, introduction to blockchain, introduction to blockchain technology, blockchain overview, blockchain example, blockchain tutorial, blockchain tutorial for beginners, simplilearn blockchain, simplilearn",https://www.youtube.com/watch?v=yubzJw0uiE4
Blockchain Technology Simply Explained,AI Uncovered,240159,5444,685,06-08-2023,873,14.55,"blockchain technology simply explained, what is blockchain technology, blockchain explained, how does blockchain work, blockchain for beginners, understanding blockchain, blockchain use cases, decentralized technology, blockchain security, blockchain benefits, blockchain applications, blockchain in supply chain, blockchain in healthcare, blockchain in gaming, blockchain in real estate, blockchain and cryptocurrency, blockchain and the future, blockchain innovation",https://www.youtube.com/watch?v=QJn28fFKUR0
Blockchain Full Course - 4 Hours | Blockchain Tutorial |Blockchain Technology Explained |Simplilearn,Simplilearn,305797,5956,169,10-09-2019,14558,242.63,"blockchain tutorial, blockchain full course, blockchain technology explained, blockchain tutorial for beginners, blockchain technology, blockchain explained, blockchain application, blockchain program",https://www.youtube.com/watch?v=SyVMma1IkXM
What is Blockchain ? - Most Powerful Technology (Explained),Technical Sagar,24219,1787,136,28-01-2025,310,5.17,"who manage blockchain data, blockchain bitcoin, crypto, blockchain, blockchain technology, what is blockchain, blockchain in hindi, how bitcoin works, amazon web services, why blockchain cannot be hacked, is blockchain secure, is blockchain secure enough, technical sagar, how to send bitcoin, blockchain explained in hindi, blockchain kya hota hai, how blockchain works",https://www.youtube.com/watch?v=RRMzEhkULDM
What is Blockchain? How Elections on Blockchain work? | Bitcoin | Dhruv Rathee,Dhruv Rathee,2194840,112885,5900,10-05-2021,976,16.27,"Dhruv Rathee, Dhruv, Rathee, Dhruv Rathee latest video, Bitcoin in India, Bitcoin Mining, What is Bitcoin, Bitcoin in Hindi, Bitcoin trading, Cryptocurrency, Bitcoin kya Hai, How to earn bitcoin, Bitcoin Price, How to buy in Bitcoin, How to invest in bitcoin, Zerodha, Coinbase, Best Crypto App, Best bitcoin app, Blockchain, What is Blockchain, How Blockchain Works?, Block chain, Bitcoin mining, What is bitcoin mining, Dogecoin",https://www.youtube.com/watch?v=ENrjn-lD1e8
Blockchain Technology Explained (2 Hour Course),Coding Tech,4164542,47084,5600,07-02-2018,6893,114.88,"blockchain, blockchain technology, bitcoin, dapps, decentralized web, decentralized applications",https://www.youtube.com/watch?v=qOVAbKKSH10
എന്താണ് ബ്ലോക്ക്‌ചെയിൻ ടെക്‌നോളജി ??🤯Blockchain Explained in Malayalam|What is Blockchain ?Part -1,Binoy's Wall Street,41549,1509,96,06-01-2023,935,15.58,"crypto currency malayalam, cryptocurrency, crypto trading, wallstreet, binoyoffl, binoy babu",https://www.youtube.com/watch?v=8llyUyGxrT4
Blockchain Unlocked: The Future of Tech!,Extraordinary7171,6,0,0,04-03-2025,109,1.82,,https://www.youtube.com/watch?v=S3rWf_tqXbc
What is Blockchain and How It Works? – [Hindi] – Quick Support,Quick Support,874466,25748,1200,28-04-2021,402,6.7,"What is Blockchain and How It Works?, What is Blockchain and How It Works in Hindi?, Blockchain Kya Hain Aur Kaise Work Karta Hain?, blockchain technology explained, blockchain tutorial, How blockchain works step-by-step, blockchain explained simply, blockchain technology, blockchain definition, blockchain meaning, Difference between banking and blockchain",https://www.youtube.com/watch?v=RaQKTgGyyyo
Algorithms and Data Structures Tutorial - Full Course for Beginners,freeCodeCamp.org,5042766,135889,1900,18-03-2021,19328,322.13,,https://www.youtube.com/watch?v=8hly31xKli0
Data Structures and Algorithms (DSA) in Java 2024,Telusko,169062,4334,132,07-10-2024,17656,294.27,"telusko, navin, reddy, tutorial, Java, Blockchain",https://www.youtube.com/watch?v=4_HOnhB64Dg
Fastest way to learn Data Structures and Algorithms,Sahil & Sarra,368892,14903,287,04-08-2024,522,8.7,,https://www.youtube.com/watch?v=tNrNLoCqzco
Learn Data Structures and Algorithms for free 📈,Bro Code,2024715,86743,1700,11-11-2021,14414,240.23,"Data structures, algorithms, video, sharing, camera phone, video phone, free, upload",https://www.youtube.com/watch?v=CBYHwZcbD-s
How I Mastered Data Structures and Algorithms,Ashish Pratap Singh,362356,17629,258,07-07-2024,644,10.73,"data structures and algorithms, dsa, coding interview, algorithms, data structures",https://www.youtube.com/watch?v=F-ao3Q6I2Fc
ALL IN ONE: Data Structures & Algorithms In JavaScript Complete Course 2024 By HuXn,HuXn WebDev,140094,5704,302,13-07-2024,20373,339.55,"data structures and algorithms, data structures, data structures and algorithms in java, data structure and algorithms, algorithms, data structure, data structure and algorithm, data structures tutorial, how to learn data structures, data structure and algorithm in c++ course, data structures and algorithms roadmap, data structures and algorithms in tamil, how to learn data structures and algorithms, data structures and algorithms tutorial",https://www.youtube.com/watch?v=wBtPGnVnA9g
Data Structures and Algorithms for Beginners,Programming with Mosh,1910483,39984,730,10-12-2019,4722,78.7,"algorithms, code with mosh, data structures, data structures and algorithms, data structures course, java, mosh hamedani, programming, programming with mosh",https://www.youtube.com/watch?v=BBpAmxU_NQo
Data Structures and Algorithms in 15 Minutes,Tren Black,1174105,64633,1300,10-12-2020,979,16.32,"data structures and algorithms, coding interviews, coding, faang, facebook, how to get a job at faang, cracking the coding interview, algorithms, data structures, heap, linked list, bin, Arrays, linkedlists, BFS, DFS, stack, queue, binary tree, bst, binary search, graphs, topological sort, dijistkras, heaps, hash maps, collision, merge sort, divide and conquer, selection sort, binary seach tree, breadth first search, techlead, tech lead, joma, joma tech, jomatech, algoexpert, clement, algo expert",https://www.youtube.com/watch?v=oz9cEqFynHU
"Types of Linked List Explained 🔥 | Singly, Doubly & Circular Linked List | DSA for Beginners",Prep Insta,407,11,3,03-03-2025,632,10.53,"Linked List, Types of Linked List, Singly Linked List, Doubly Linked List, Circular Linked List, Linked List in Data Structure, DSA Linked List, Data Structures and Algorithms, DSA for Beginners, DSA in C++, DSA in Java, DSA in Python, Coding Interview, FAANG DSA, DSA Placement Preparation, Competitive Programming, Linked List vs Array, Linked List Explanation, Free DSA Course, Vaibhav Shukla DSA, DSA Full Course, Coding Interview Questions, DSA Roadmap, Learn DSA, DSA, 25",https://www.youtube.com/watch?v=SWMirFYFl9o
What are Data Structures?,Telusko,125046,2188,62,26-07-2023,426,7.1,"telusko, navin, reddy, tutorial, Java, Blockchain",https://www.youtube.com/watch?v=iZmDcfTtcNg
Complete CN Computer Networks in one shot | Semester Exam | Hindi,KnowledgeGATE by Sanchit Sir,1415429,21347,2500,30-09-2023,22705,378.42,"computer network full course, Computer Networking Full Course in One Video, computer network playlist, computer network aktu, computer network aktu quantum, computer network for gate cse, computer network in hindi, computer networks important questions, cn gate smashers, computer networks knowledgegate, computer networks sanchit sir, computer networks 6th sem aktu, computer network playlist gate smashers, computer network love babbar, computer networks neso academy",https://www.youtube.com/watch?v=q3Z3Qa1UNBA
Computer Networking Full Course - OSI Model Deep Dive with Real Life Examples,Kunal Kushwaha,2022758,44990,2100,17-01-2022,14816,246.93,"computer networking tutorial, how does the internet work, computer networking for ethical hacking, osi model networking, osi model in computer networks, osi model animation, osi model layers its functions, Computer Networks and Security Full Syllabus for GATE, UGC NET, NIELIT University exam, Introduction to Computer Networks, switch, router, gateway, subnet, firewall, OSI Model Explained, What is OSI Model?, Introduction To OSI Model, tcp/ip protocol, computer network btech syllabus",https://www.youtube.com/watch?v=IPvYjXCsTg8
Computer Networks | CN in one shot | Complete GATE Course | Hindi #withsanchitsir,KnowledgeGATE by Sanchit Sir,74645,1301,420,31-12-2024,42884,714.73,"knowledge gate, sanchit jain, sanchit jain sir, sanchit jain cn one shot, sanchit jain computer networks, computer networks, cn one shot gate, cn one shot aktu, cn one shot for interview, cn one shot for placement, computer network one shot for semester exam, computer networks one shot for gate",https://www.youtube.com/watch?v=APVCgkqWcQ4
Complete CN Computer Networks in One Shot (10 Hours) | In Hindi,5 Minutes Engineering,265574,5032,284,12-04-2024,37873,631.22,,https://www.youtube.com/watch?v=1V9mhVgVH3A
Computer Networks in 1 Video for Placement | Interview Questions | Core Computer Science Resources,Vivek Gupta,92882,2506,102,03-06-2024,7193,119.88,"Computer Networks, Computer Networks for Internship and Placement, Computer Networks: Computer Science and IT, Computer Networks for Gate, Computer Networks Crash Course, What happens when you type google.com, How Web development connects to Networks, Network stack basics, How does the packet actually transfer, Interview questions for Computer Networks",https://www.youtube.com/watch?v=qUBHLZEtS0M
Computer Networking Tutorial - Bits and Bytes of the Networking [12 HOURS],Bogdan Stashchuk,171429,5177,88,21-01-2021,41778,696.3,"computer networking tutorial for beginners, networking basics, networking fundamentals, computer networking, bits and bytes of computer networking, the bits and bytes of computer networking",https://www.youtube.com/watch?v=PhjHXeMNpp8
"What is Computer Network? full Explanation | PAN, LAN, MAN and WAN Network",Learn Coding,4307831,106126,3600,04-01-2021,644,10.73,"what is networking?, what is computer network?, computer network, computer network kya hai, types of computer network, types of networks, what is LAN?, what is PAN?, what is MAN?, what is WAN?, local area network, personal area network, metropolitan area network, wide area network, introduction to computer network, difference between LAN MAN WAN networks, LAN computer network, MAN computer network, characteristics of network, what is hub?, ARPANET, full form of ARPANET",https://www.youtube.com/watch?v=Hizdc4XVJ1E
FULL Networking ONE SHOT -Class 12 IP/CS - Bas ye Karlo ho jaega!!!  #class12 #computerscience,TECH Queen,107973,2778,287,22-09-2023,8734,145.57,"Complete Playlist for IP, Data Frame in IP, Lovejeet Arora, Best Computer Science Teacher, working with function class 12, Python full syllabus class 12, Class 12 IP Networking, Networking Basics, Class 12 CS Networking, Subnetting IP and CS Networking Practical, Class 12 Computer Science, CBSE IP Networking Exam Preparation, Networking Basics CS Networking Notes for Class 12, Networking Revision, Class 12 Information Practices, IP Syllabus, CBSE Data Communication for Class 12",https://www.youtube.com/watch?v=JyObIi7Tvg8
How to Configure EtherChannel Link Aggregation Control Protocol (LACP) Using GNS3,Gurutech Networking Training,8,3,0,05-03-2025,442,7.37,"#CCNA, #CCNP, #CiscoNetworking, #GNS3, #CiscoLab, #Networking, #CiscoConfiguration, #NetworkEngineer, #RoutingAndSwitching, #CiscoCCNA, #CiscoCCNP, #NetworkingTutorial, #PacketTracer, #ITCertification, #NetworkSecurity",https://www.youtube.com/watch?v=FKjNJ4rJcpQ
Classification of Computer Networks,Neso Academy,626010,9653,128,08-11-2019,532,8.87,"lan, wan, man, local area network, local area network in computer network, metropolitan area network, wide area network, wide area network model, computer network classification, classification of computer network, computer network, computer network for gate, cn for gate",https://www.youtube.com/watch?v=9BIN99rHOCQ
IoT | Internet of Things | What is IoT ? | How IoT Works? | IoT Explained in 6 Minutes | Simplilearn,Simplilearn,1405011,33904,923,24-08-2020,352,5.87,"how iot works, internet of things, internet of things (iot), internet of things 2022, internet of things explained, introduction to iot, iot, iot 2022, iot based projects, iot basics, iot explained, iot internet of things, iot internet of things 2022, iot projects, iot technology, iot tutorial, simplilearn, understanding iot, what is internet of things and how it works, what is iot, what is iot and how it works, what is iot and its application, what is iot technology",https://www.youtube.com/watch?v=6mBO2vqLv38
Internet of Things (IoT) | What is IoT | How it Works | IoT Explained | Edureka,edureka!,2622582,28494,158,31-07-2018,201,3.35,"yt:cc=on, What is IoT, internet of things (iot), iot explained, internet of things explained, how iot works, understanding iot, what is iot technology, what is iot platform, iot basics, introduction to iot, iot tutorial, iot training, iot edureka, edureka, iot applications, iot technology, iot concepts",https://www.youtube.com/watch?v=LlhmzVL5bm8
Learn Internet Of Things (IOT) in 4 Hours | Semester Exams | One Shot Series | In Hindi,5 Minutes Engineering,46430,1315,105,18-10-2024,15168,252.8,,https://www.youtube.com/watch?v=6ptZr9VRxPs
What is IoT (Internet of Things)? – [Hindi] – Quick Support,Quick Support,34152,1481,53,08-02-2025,594,9.9,"What is IoT?, What is IoT in Hindi?, What is iot in computer?, IoT definition and examples, What is iot applications?, IoT examples, Characteristics of IoT, Advantages of IoT, Importance of IoT, What is iot and how does it work?, What is IoT in simple words?, What is the definition of IoT?, What is IoT using an example?, What is the main purpose of IoT?, Where is IoT used in daily life?, Why is it called IoT?, Is Alexa an IoT device?, What is the future of IoT?, Khan Sir",https://www.youtube.com/watch?v=peNkYXtjtKs
Internet Of Things (IoT) In 10 Minutes | What Is IoT And How It Works | Great Learning,Great Learning,375342,5676,106,17-07-2020,529,8.82,"iot, internet of things, internet of things tutorial, iot for beginners, what is iot, iot applications, iot explained, internet of things explained, iot basics, internet of things basics, iot concept, why internet of things, iot training, learn iot, internet of things applications, internet of things training, learn internet of things, great learning, great lakes",https://www.youtube.com/watch?v=Fj02iTrWUx0
"IoT- What is Internet of Things? ( iot , IOT)",Geospatial World,154953,2300,47,17-04-2018,186,3.1,"IoT- What is Internet of Things?, IoT, iot, IOT, What is internet of things, internet, internet of things, connected devices, AI, ai, gis, gis news, geospatial, technology, iot 2018, iot conference 2018, IoT- ¿Qué es Internet of Things?, ¿Qué es internet de las cosas?, Internet de las Cosas, gis noticias, IoT - Was ist das Internet der Dinge?, Was ist das Internet der Dinge?, Internet der Dinge, geospacial, verbundene Geräte, gis Nachrichten, IoT- ¿Qué es Internet der Dinge?",https://www.youtube.com/watch?v=ZTM9GA-4nBA
Internet Of Things (IOT) Explained in Hindi,5 Minutes Engineering,966073,25823,800,12-05-2020,563,9.38,,https://www.youtube.com/watch?v=APH6Nrar27w
"IoT, Internet of Things, IOT Benefits, emerging technologies in global business environment, aktu",DWIVEDI GUIDANCE,104398,0,43,28-04-2022,449,7.48,"emerging technologies in global business environment, emerging technologies in global business environment unit 1, aktu mba notes, aktu mba exam, aktu mba 4th sem, aktu mba notes 2022, aktu mba 4th semester classes, Iot, internet of things, internet of things benefits",https://www.youtube.com/watch?v=IF3U9u7o5UA
Air Quality Monitoring with ESP32 using Blynk IoT Cloud | Email Alert System!,Upload Ideas With Itamar,438,15,4,04-03-2025,727,12.12,"ESP32, Air Quality Monitor, Blynk IoT, IoT Project, Smart Home, Air Pollution, Sensors, Gas Sensor, Arduino, DIY Electronics, real-time air monitoring, ESP32 sensor project, smart home automation, air pollution detection, IoT air quality system, gas detection module, environmental monitoring, Arduino IoT tutorial, DIY smart sensor, wireless air quality tracking",https://www.youtube.com/watch?v=SHg8ieSYV8o
Introduction to Internet of Things ( IoT ) 🔥,Perfect Computer Engineer,75429,1855,33,06-04-2022,470,7.83,"what is Internet of things, what is iot, iot introduction, what is iot in hindi, what is internet of things in hindi, internet of things in hindi, iot in hindi, internet of things playlist, internet of things playlist in hindi, internet of things explained, internet of things explained in hindi, 5 minutes engineering, simplilearn, edureks",https://www.youtube.com/watch?v=ahZYZPFoHq4
What is edge computing?,TECHtalk,356067,4838,109,01-05-2020,199,3.32,"tech news, tech talk, tech, edge computing, networking, servers, the cloud, cloud computing, IoT, internet of things, What is edge computing?",https://www.youtube.com/watch?v=3hScMLH7B4o
What is edge computing?,IBM Technology,255291,4374,96,01-10-2019,639,10.65,"edge computing, intelligent edge, cloudpaks, watsonanywhere, ibm watson, ai, ibm edge computing, ibm, ibm cloud, kubernetes, docker, hybrid cloud, network edge, 5g",https://www.youtube.com/watch?v=cEOUeItHDdo
What is Edge Computing? Why it is in demand? Will edge computing replace cloud computing? (2021),IT k Funde,91349,3503,94,12-09-2021,671,11.18,"edge computing, what is edge computing, edge computing benefits, edge computing tutorial, edge computing examples, edge computing explained, internet of things, edge computing 5g, cloud computing, edge computing vs cloud computing, 5g network, internet of things examples, edge computing for dummies, edge computing for beginners, why edge computing, why edge computing is a game changer in this decade, why you should learn edge computing",https://www.youtube.com/watch?v=5aepM3ek6J0
What Is Edge Computing?,RealPars,6059,180,12,05-11-2024,527,8.78,"What is Edge Computing, Edge computing, Industrial IoT, IIoT, Local data processing, Real-time decisions, Edge devices, Cloud vs. Edge, Industrial automation, Phoenix Contact, Node-RED, MQTT, Industrial PCs, Edge controllers, InfluxDB, Data analysis, Sensor data processing, What is edge computing in simple terms, What are examples of edge computing, Benefits of edge computing, Applications of edge computing, Edge computing devices, How does edge computing work",https://www.youtube.com/watch?v=qn6GDlMgoPA
"Is ""edge"" computing really faster?",Fireship,601555,25786,1200,11-07-2022,494,8.23,"webdev, app development, lesson, tutorial",https://www.youtube.com/watch?v=yOP5-3_WFus
Edge Computing | Fog Computing | Cloud Computing,Perfect Computer Engineer,86616,2198,40,08-05-2022,459,7.65,"edge computing, fog computing, cloud computing, internet of things, internet of things in hindi, fog and edge computing, fog and edge computing in hindi, edge and fog computing, edge and fog computing in hindi",https://www.youtube.com/watch?v=iE1GxmD2csw
What is Edge Computing?,Accenture,9032,130,1,18-10-2022,93,1.55,"5g, AI, Accenture, Edge Computing, What is edge computing?, What is edge network?, accenture TQ, cloud, cloud computing, data, data center, data storage, edge ai, edge computing explanation, edge computing means, edge devices, edge infrastructure, edge server, edge technology, hybrid cloud, intelligent edge, network edge",https://www.youtube.com/watch?v=WMvb9LLXzUs
EDGE AI BLUEPRINTS: SMARTER FISH COUNTING WITH AI AGENTS AT THE EDGE,EDGE AI FOUNDATION,66,7,0,05-03-2025,3555,59.25,,https://www.youtube.com/watch?v=Nh2xHJwKMD4
Explaining Edge Computing,ExplainingComputers,151744,7632,592,20-10-2019,625,10.42,"Edge computing, Edge, cloud computing, edge and cloud, edge vs cloud, computing, edge computing cloud computing, Jetson Nano, LattePanda Alpha, fog computing, AI, AI edge, AI edge computing, edge and fog, edge vs flog, edge computing fog computing, edge fog cloud, edge computing definition, fog computing definition, Cisco, Cisco fog computing, IBM, IBM edge computing, Open Glossary of Edge Computing, Christpher Barnatt, Barnatt",https://www.youtube.com/watch?v=0idvaOCnF9E
What is Edge Computing?,Edge Impulse,7509,166,3,01-05-2024,615,10.25,"Edge computing, embedded systems, cloud computing, fog computing, edge ai, ai, ml, edge impulse",https://www.youtube.com/watch?v=WZQ6kCvOEaE
"Microsoft’s Topological Qubits Probably Don’t Exist, Researchers Warn",Sabine Hossenfelder,217128,11389,1300,04-03-2025,505,8.42,"science without the gobbledygoook, hossenfelder, science news sabine, science news, science humor, tech, microsoft, majorana, quantum, quantum computing, technology, topological qubit, microsoft majorana, microsoft majorana 1, tech news",https://www.youtube.com/watch?v=bJTsFZtD7xE
Quantum Computers Explained: How Quantum Computing Works,Science ABC,285838,3714,286,23-09-2024,341,5.68,"Quantum computer, quantum mechanics, classical computer, superposition, qubit, binary bits, quantum entanglement, entangled qubits, quantum supremacy, Sycamore processor, artificial intelligence, machine learning, cybersecurity, data encryption, medical research, drug research, weather forecasting, automobile battery technology, quantum cloud computing services, classical supercomputer, software development, processing information, logic gates, science, curiosity, animation",https://www.youtube.com/watch?v=B3U1NDUiwSA
Quantum Computing Course – Math and Theory for Beginners,freeCodeCamp.org,546210,14451,371,15-05-2024,5763,96.05,,https://www.youtube.com/watch?v=tsbCSkvHhMo
A beginner's guide to quantum computing | Shohini Ghose,TED,2425128,54714,2900,01-02-2019,605,10.08,"TEDTalk, TEDTalks, TED Fellows, Quantum Physics, Computers, Science, Future, Technology, Innovation, Invention, Encryption, Physics, Medicine, Nature, Exploration",https://www.youtube.com/watch?v=QuR969uMICM
Quantum Computing In 5 Minutes | Quantum Computing Explained | Quantum Computer | Simplilearn,Simplilearn,430990,6008,493,16-11-2021,299,4.98,"quantum computing in 5 minutes, quantum computing explained, quantum computer, what is quantum computing, quantum physics, quantum mechanics, quantum computing course, quantum computing lecture, quantum numbers, learn quantum computing, learn quantum computing programming, quantum computer explained, quantum computer 2021, what is quantum computer, introduction to quantum computing, future of quantum computing, maths, physics, simplilearn quantum computing, simplilearn",https://www.youtube.com/watch?v=X8MZWCGgIb8
What is Quantum Computing?,IBM Technology,209289,4803,197,27-05-2022,421,7.02,,https://www.youtube.com/watch?v=lt4OsgmUTGI
How Quantum Computers Break The Internet... Starting Now,Veritasium,10217402,328665,10000,20-03-2023,1468,24.47,"veritasium, science, physics, quantum computing, willow, google",https://www.youtube.com/watch?v=-UrdExQW0cs
How Does a Quantum Computer Work?,Veritasium,5213159,102918,6900,17-06-2013,407,6.78,"Qubit, quantum computer, quantum bit, works, classical, quantum, spin, magnet, magnetic, electron, dipole, work, quantum computer work, bit, classical computer",https://www.youtube.com/watch?v=g_IaVepNDT4
#shorts | Quantum Computers: 3 Unique Properties! #everydaywhy#quantumcomputers #quantumentanglement,Everyday Why,542,19,2,02-03-2025,57,0.95,"shorts, ytshorts, youtube shorts, quantum, quantum computer, quantum entanglement",https://www.youtube.com/watch?v=_n4c6bnxrgg
Michio Kaku: Quantum computing is the next revolution,Big Think,2934697,67248,2800,18-08-2023,677,11.28,"Education, Educational Videos, Videos, Faster smarter, big think, bigthink",https://www.youtube.com/watch?v=qQviI1d_hFA
Lec-80: Cryptography in computer network in Hindi | Cryptography in Information Security,Gate Smashers,1015325,20677,468,05-11-2018,459,7.65,"cryptography, cryptography introduction, cryptography definition, cryptography example, need of encryption and decryption in cryptography, keys in cryptography, cryptography keys, types of cryptography, cryptography types, symmetric cypher model, unconditionally secure encryption scheme, computationally secure encryption scheme, cryptography and network security, Cryptography in computer network by Varun Singla, gate smashers, #Cryptography, #ComputerSecurity, #NetworkSecurity",https://www.youtube.com/watch?v=trHox1bN5es
7 Cryptography Concepts EVERY Developer Should Know,Fireship,1458194,58590,1000,01-11-2021,714,11.9,"webdev, app development, lesson, tutorial",https://www.youtube.com/watch?v=NuyzuNBFWxQ
Cryptography Full Course | Cryptography And Network Security | Cryptography | Simplilearn,Simplilearn,223548,3660,53,17-08-2021,8100,135,"DSA, algorithms, asymmetri key cryptography, crypgraphy explained, cryptography, cryptography course, cryptography for beginners, cryptography full course, cryptography tutorial, cryptography tutorial for beginners, data encryption stand, digital signatures, encryption algorithms, learn cryptography, learn cryptography for beginners, sha algorithm, simplilearn, ssl hanshake, symmetric key cryptography, what is cryptography, what is cryptography and how it works, why cryptography",https://www.youtube.com/watch?v=C7vmouDOJYM
Lec-83: Asymmetric key Cryptography with example | Network Security,Gate Smashers,475888,14330,344,08-11-2018,503,8.38,"types of cryptography, Symmetric and Asymmetric Cryptography and hashing, Symmetric and Asymmetric key cryptography, encryption, asymmetric, public key, private key, symmetric vs Asymmetric Cryptography, public key Cryprtography vs private key Cryprtography, Asymmetric key Cryptography with example, gate smashers, #PublicKeyCryptography, #CryptographicAlgorithms, #CryptographyExplained, #Cryptography101, #CryptographyForBeginners, #CryptographyLectures, #CryptographyEducation, #PKICryptography",https://www.youtube.com/watch?v=xw19eT5thIE
Encryption - Symmetric Encryption vs Asymmetric Encryption - Cryptography - Practical TLS,Practical Networking,155176,4290,162,11-10-2021,837,13.95,,https://www.youtube.com/watch?v=o_g-M7UBqI8
What is Cryptography | Cryptography Explained | Cryptography Basics | Intellipaat,Intellipaat,51388,682,14,14-01-2022,138,2.3,"What is Cryptography, Cryptography Explained, cryptography, Cryptography and Network Security, Cryptography basics, Introduction to Cryptography, Cryptography for Beginners, Public Key cryptography, Cryptography Types, Cryptography Examples, How does Cryptography Work, Asymmetric Key Cryptography, What is Cryptography and How it works, Keys in cryptography, Learn cryptography, symmetric cryptography, asymmetric cryptography, Cyber security Intellipaat, Intellipaat",https://www.youtube.com/watch?v=GQvu49c0ZZc
